city,date,fare,ride_id
Martinezhaven,2019-03-12 10:02,21.18,4046810000000
South Phillip,2019-02-19 20:47,28.62,4408030000000
Royland,2019-05-04 2:54,15.14,4988290000000
West Heidi,2019-02-05 19:24,24.32,426277000000
East Kaylahaven,2019-02-28 16:46,33.72,1224920000000
New Kimberlyborough,2019-04-03 16:27,14.73,9083110000000
South Karenland,2019-01-10 23:48,37.58,7165970000000
Richardfort,2019-02-03 0:14,29.04,4982670000000
Justinberg,2019-03-10 5:15,22.43,5552740000000
Huntermouth,2019-03-21 8:44,32.42,3393250000000
Roberthaven,2019-03-22 4:19,34.69,1772990000000
West Heidi,2019-03-11 16:10,43.45,4654880000000
Raymondhaven,2019-02-17 2:06,39.7,3251740000000
Karenside,2019-04-16 23:13,39.32,3155940000000
Rogerston,2019-03-16 20:49,43.82,4718960000000
Port Johnbury,2019-04-28 16:29,36.42,273966000000
West Josephberg,2019-01-18 12:47,43.85,9654660000000
North Jasmine,2019-02-05 22:28,19.21,6785090000000
Loganberg,2019-04-10 4:59,35.97,8828010000000
Barajasview,2019-04-15 20:37,17.76,8098250000000
New Paulton,2019-04-17 20:05,44.43,338361000000
West Angela,2019-01-19 0:36,40.4,740626000000
North Jasmine,2019-02-18 3:09,31.49,9759080000000
North Barbara,2019-02-11 18:51,43.26,8973500000000
Rogerston,2019-03-02 0:54,25.14,1722620000000
Williamsstad,2019-02-21 10:56,4.9,7176450000000
South Jack,2019-01-14 17:06,40.65,5440570000000
West Anthony,2019-04-15 11:02,43.82,4381500000000
Royland,2019-02-12 1:18,44.33,5324590000000
West Angela,2019-04-03 14:44,23.52,4843050000000
Liumouth,2019-02-22 3:55,6.39,8116530000000
Amandaburgh,2019-04-19 16:30,6.27,4400630000000
West Ericstad,2019-01-23 10:13,10.12,8035850000000
South Jack,2019-01-15 5:51,5.58,1793900000000
Barajasview,2019-05-02 21:02,17.12,4628920000000
Amandaburgh,2019-03-20 7:40,27.45,3701010000000
East Kaylahaven,2019-03-17 23:54,8.62,1953430000000
Port Samanthamouth,2019-01-27 0:57,28.46,882650000000
New Paulville,2019-01-25 15:19,15.04,7529440000000
West Anthony,2019-04-03 2:42,10.56,3762870000000
Raymondhaven,2019-01-06 20:15,21.19,9473620000000
Rogerston,2019-01-03 21:45,36.28,7090350000000
Port David,2019-04-02 16:53,41.14,2694440000000
North Markport,2019-02-08 22:01,34.69,2742190000000
West Angela,2019-03-04 17:50,20.72,1784730000000
South Michelleport,2019-04-21 18:31,21.98,5893810000000
Port Frank,2019-02-10 8:14,40.82,6386240000000
Rogerston,2019-02-14 5:24,19.42,8770690000000
Joneschester,2019-04-02 4:52,10.52,4970370000000
South Karenland,2019-03-17 1:22,23.26,556551000000
West Angela,2019-05-05 14:17,23.66,9188270000000
Royland,2019-02-10 13:50,11.24,4949540000000
Christopherfurt,2019-01-30 22:09,6.32,4289780000000
Barajasview,2019-04-09 8:10,39.36,1801610000000
Christopherfurt,2019-02-08 11:46,25.76,951781000000
Leahton,2019-01-13 0:03,9.37,4669660000000
Port Angela,2019-04-15 23:02,20.16,6490090000000
Loganberg,2019-01-13 23:53,41.86,7045610000000
West Heidi,2019-02-24 4:41,40.8,4274250000000
Robertport,2019-02-24 22:01,8.48,2892770000000
Karenside,2019-03-14 17:07,16.31,8818350000000
West Christopherberg,2019-03-20 3:04,42.83,6898410000000
West Gabriel,2019-01-15 14:51,13.38,7560920000000
Simpsonburgh,2019-04-01 4:02,25.65,2869640000000
West Robert,2019-05-04 4:36,5.36,9799480000000
Loganberg,2019-02-17 7:58,44.47,3541070000000
West Anthony,2019-04-20 20:13,11.85,4274670000000
Jerryton,2019-05-01 17:20,4.97,8096400000000
North Jasmine,2019-03-04 16:59,42.58,8864580000000
North Madeline,2019-01-26 2:37,5.59,3676440000000
Royland,2019-03-25 18:17,7.09,5660300000000
New Paulton,2019-01-21 17:04,18.3,3721170000000
Richardfort,2019-02-08 15:50,16.55,2270460000000
Barajasview,2019-02-03 9:58,39.39,9438000000000
Pattyland,2019-04-18 23:27,28.66,2342400000000
West Christopherberg,2019-02-17 3:30,4.4,4353110000000
Grahamburgh,2019-02-25 12:18,14.51,6157110000000
New Kimberlyborough,2019-04-11 10:38,12.01,135529000000
North Madeline,2019-05-02 23:25,11.94,7526660000000
Simpsonburgh,2019-04-12 19:38,22.45,7811390000000
Martinezhaven,2019-02-16 17:25,15.33,9810610000000
West Heidi,2019-03-30 2:27,11.15,2264870000000
Christopherfurt,2019-04-12 14:37,22.91,5928120000000
Karenside,2019-04-28 2:38,39.41,4711190000000
Rogerston,2019-04-01 9:27,28.54,9963100000000
West Samuelburgh,2019-02-19 11:01,17.77,7608980000000
Joneschester,2019-03-17 22:39,15.35,2307170000000
West Heidi,2019-02-27 11:19,35.19,6998270000000
West Heidi,2019-03-02 9:13,23.55,6478070000000
Roberthaven,2019-03-30 15:12,16.2,2949490000000
Karenberg,2019-04-07 16:28,16.11,4806090000000
Port Angela,2019-03-08 16:32,23.06,2750740000000
Hurleymouth,2019-02-07 6:07,36.7,174818000000
Simpsonburgh,2019-03-31 11:49,24.16,9709760000000
South Jack,2019-03-14 17:18,18.66,3511600000000
New Jacobville,2019-03-10 1:02,10.63,650454000000
Williamsstad,2019-04-16 16:21,32.43,7177820000000
Port Johnbury,2019-03-27 8:26,38.99,4115680000000
North Jasmine,2019-02-17 0:27,35.11,6620980000000
South Jack,2019-01-03 23:11,4.95,9005600000000
Pattyland,2019-04-23 2:57,13.01,9345290000000
Raymondhaven,2019-02-16 4:31,24.31,8960620000000
Joneschester,2019-04-24 13:07,9.78,967059000000
North Jason,2019-02-19 4:45,15.87,7791830000000
Williamsstad,2019-02-22 4:25,20.56,5813760000000
West Christopherberg,2019-02-19 19:49,40.98,752484000000
South Karenland,2019-03-19 14:50,23.07,5759340000000
Rodneyfort,2019-03-07 23:37,7.78,2859630000000
Lake Scottton,2019-02-05 11:47,24.54,3770260000000
Royland,2019-01-26 21:29,14.68,1747290000000
Martinezhaven,2019-01-21 1:50,42.75,9056090000000
West Patrickchester,2019-03-17 4:51,17.38,3066490000000
Raymondhaven,2019-03-31 17:01,36.29,8959240000000
West Robert,2019-03-06 6:10,22.86,2318920000000
South Evanton,2019-02-25 18:39,15.06,8873330000000
West Christopherberg,2019-03-07 20:09,32.27,2176000000000
West Josephberg,2019-04-19 1:55,42.53,6114370000000
Liumouth,2019-03-06 7:44,23.53,2430170000000
West Christopherberg,2019-02-10 19:41,8.42,836259000000
Hurleymouth,2019-02-23 13:48,18.15,6051430000000
Port Angela,2019-02-26 10:01,28.52,6783570000000
West Samuelburgh,2019-01-31 9:17,14.11,6038400000000
North Barbara,2019-04-06 9:03,26.64,929433000000
Rodneyfort,2019-04-29 0:20,44.28,6979260000000
North Jason,2019-04-05 2:05,31.89,9988470000000
Port David,2019-02-11 23:07,10.05,6921950000000
Raymondhaven,2019-01-27 15:52,41.76,7325940000000
Barajasview,2019-03-12 4:54,37.05,1829230000000
Liumouth,2019-01-17 16:17,33.29,3424320000000
North Barbara,2019-03-24 6:49,4.05,5344060000000
Valentineton,2019-04-03 11:34,18.62,555060000000
West Samuelburgh,2019-04-17 19:01,10.58,2071900000000
Carriemouth,2019-01-15 6:27,24.13,7417680000000
Carriemouth,2019-05-08 4:20,21.99,117998000000
Erikaland,2019-02-21 20:28,12.44,2705090000000
Grahamburgh,2019-01-18 7:41,23.35,8084540000000
East Kaylahaven,2019-01-29 13:01,9.81,2058420000000
Carriemouth,2019-02-04 0:29,24.87,6015600000000
Justinberg,2019-04-14 14:48,24.34,1492820000000
Pattyland,2019-01-01 17:22,42.11,9614950000000
Royland,2019-04-09 0:32,22.89,5157860000000
Huntermouth,2019-03-14 10:37,30.49,9537560000000
Huntermouth,2019-01-17 12:10,41.48,7802300000000
Huntermouth,2019-02-03 12:19,31.43,4782860000000
South Evanton,2019-02-21 8:05,34.21,5093960000000
West Robert,2019-04-12 8:17,32.48,7544370000000
Raymondhaven,2019-03-02 4:56,5.19,4175050000000
Port Frank,2019-04-02 15:48,13.55,4849710000000
West Heidi,2019-03-18 4:53,4.29,4315020000000
Amandaburgh,2019-04-01 9:24,24.29,1995460000000
Liumouth,2019-02-27 18:08,43.31,1510930000000
Barajasview,2019-03-15 22:44,28.3,1314270000000
New Kimberlyborough,2019-03-19 15:25,27.37,533038000000
West Samuelburgh,2019-01-06 8:34,43.05,9810770000000
Lake Scottton,2019-01-28 2:32,23.95,9483400000000
North Jason,2019-01-14 20:53,26.58,8642390000000
East Kaylahaven,2019-03-23 10:48,4.64,1908040000000
Johnton,2019-03-15 8:40,43.5,7134200000000
Roberthaven,2019-02-22 19:42,27.48,9420000000000
Robertport,2019-01-25 1:33,44.75,6711340000000
Joneschester,2019-02-16 2:35,9.48,4155290000000
Johnton,2019-05-02 2:19,32.38,8954820000000
West Anthony,2019-02-19 22:53,27.9,4267520000000
Martinezhaven,2019-03-11 20:07,7.01,7636750000000
Port Johnbury,2019-03-30 17:59,15.17,4900590000000
Williamsview,2019-04-07 2:32,19.19,8047770000000
West Robert,2019-02-23 19:46,33.24,3055030000000
Barajasview,2019-03-19 12:17,26.6,5623060000000
Williamsstad,2019-05-06 12:39,40.79,8720870000000
Justinberg,2019-01-22 9:08,38.3,1287830000000
Justinberg,2019-04-16 1:26,16.58,1476440000000
Carriemouth,2019-02-17 5:01,22.66,3717940000000
South Evanton,2019-04-10 5:38,30.36,5254900000000
Simpsonburgh,2019-02-14 22:52,30,7644620000000
New Kimberlyborough,2019-01-07 5:12,15.22,7020070000000
Richardfort,2019-04-03 15:07,40.77,9496210000000
Williamsview,2019-01-05 0:44,21.59,6180220000000
Carriemouth,2019-01-04 15:56,31.99,4872540000000
West Christopherberg,2019-04-06 13:59,25.31,3275950000000
New Jacobville,2019-04-10 4:16,42.92,4021020000000
Karenberg,2019-04-23 21:11,26.92,9685100000000
Johnton,2019-02-28 5:42,12.02,6670300000000
Amandaburgh,2019-04-20 2:16,16.27,3513120000000
Port Frank,2019-04-25 23:04,19.43,7792160000000
Martinezhaven,2019-02-03 6:15,11.61,3416650000000
Joneschester,2019-03-09 3:25,39.32,1553160000000
West Robert,2019-04-07 6:17,40.69,502551000000
West Heidi,2019-02-06 0:47,40.55,6257940000000
Lake Jonathanshire,2019-01-24 12:24,34.65,3319120000000
Johnton,2019-01-22 13:10,24.17,7413360000000
South Karenland,2019-01-31 15:50,36.28,9219990000000
Liumouth,2019-01-05 19:32,27.02,3773620000000
Port Angela,2019-02-08 0:14,15.58,7388730000000
Johnton,2019-02-26 9:36,18.76,6360820000000
Pattyland,2019-02-05 0:47,28.81,115407000000
Deanville,2019-04-26 4:05,28.44,3326160000000
West Anthony,2019-03-03 0:24,20.71,7550330000000
South Phillip,2019-02-28 14:54,42.2,9813560000000
North Jason,2019-01-05 10:59,16.22,3842420000000
Loganberg,2019-01-31 23:29,13.69,4066010000000
Port Frank,2019-01-27 13:40,38.97,5944400000000
South Evanton,2019-03-06 23:01,44.41,2760300000000
West Angela,2019-01-22 2:28,32.18,4244820000000
Rodneyfort,2019-04-12 23:29,27.81,5669400000000
Carriemouth,2019-04-28 9:25,37.35,4812350000000
Hurleymouth,2019-02-28 3:20,44.85,5104280000000
Lake Danielberg,2019-03-20 5:37,33.9,25082058503
Lake Jonathanshire,2019-03-24 16:27,14.94,1670910000000
Williamsview,2019-05-04 14:56,32.8,2677730000000
West Josephberg,2019-02-19 20:48,4.07,1348030000000
Christopherfurt,2019-04-06 22:33,27.46,7399940000000
South Phillip,2019-02-01 12:52,39.27,5307990000000
New Paulville,2019-02-18 23:43,38.97,1733920000000
Grahamburgh,2019-03-24 13:39,32.17,2400240000000
Port Johnbury,2019-02-08 10:29,7.63,3497570000000
Port David,2019-03-04 0:41,23.7,6492200000000
West Ericstad,2019-04-13 9:52,22.39,5770760000000
Karenside,2019-05-03 15:31,32.68,9194160000000
Valentineton,2019-02-25 2:33,10.21,4595890000000
Martinezhaven,2019-03-21 7:56,39.26,9867640000000
Huntermouth,2019-03-21 13:31,27.96,3030920000000
Rogerston,2019-03-18 12:47,8.58,4178980000000
West Angela,2019-03-07 10:38,14.8,5022470000000
Rodneyfort,2019-03-15 10:18,30.83,4175050000000
North Jasmine,2019-04-24 8:49,28.24,8273890000000
Raymondhaven,2019-01-25 6:48,14.65,3912460000000
Richardfort,2019-02-19 14:09,27.11,8690320000000
West Josephberg,2019-03-16 7:06,10.04,6775770000000
Erikaland,2019-05-07 11:23,22.72,5590430000000
Royland,2019-01-15 8:50,4.1,9409230000000
Roberthaven,2019-03-27 7:24,11.51,9185060000000
Justinberg,2019-04-16 5:05,27.1,1854550000000
East Kaylahaven,2019-01-04 23:57,24.37,5735200000000
North Jason,2019-02-22 7:07,18.67,190295000000
Karenside,2019-02-12 20:45,25.58,6569020000000
Raymondhaven,2019-02-28 16:10,11.26,3122710000000
Amandaburgh,2019-03-13 12:52,13.88,6222130000000
Amandaburgh,2019-04-22 21:34,42.52,1901160000000
New Jacobville,2019-04-27 14:11,37.6,8780900000000
West Ericstad,2019-04-19 20:35,5.75,3497130000000
Christopherfurt,2019-01-04 4:30,15.47,1471160000000
Port David,2019-03-27 0:20,18.43,4635590000000
Martinezhaven,2019-02-15 2:18,15.93,9624580000000
West Robert,2019-02-27 4:29,22.81,5714310000000
South Michelleport,2019-03-08 4:18,27.42,3754240000000
Robertport,2019-05-03 2:36,31.62,4852260000000
West Anthony,2019-02-04 15:04,20.09,4221520000000
West Angela,2019-03-20 23:44,23.83,8750810000000
South Michelleport,2019-05-07 12:25,4.47,289109000000
New Paulville,2019-05-01 13:29,10.3,1057570000000
Justinberg,2019-02-19 4:01,36.27,7286440000000
Leahton,2019-01-08 11:48,39.81,457902000000
Justinberg,2019-02-01 21:16,31.07,2739650000000
South Latoya,2019-02-12 16:31,28.92,5779830000000
Williamsview,2019-02-08 6:11,25.3,2324600000000
Joneschester,2019-01-15 21:21,13.43,2235860000000
Williamsstad,2019-01-06 20:14,43.5,2047850000000
South Karenland,2019-01-25 8:14,31.02,500482000000
Carriemouth,2019-04-01 0:35,27.84,6589830000000
Valentineton,2019-01-01 14:42,12.31,4757040000000
Christopherfurt,2019-03-12 9:22,35.57,8286130000000
Huntermouth,2019-02-05 8:10,28.58,314352000000
Deanville,2019-02-17 15:51,25.33,2749470000000
North Barbara,2019-05-05 9:46,26.54,4328280000000
West Angela,2019-01-25 12:19,41.05,4602410000000
Martinezhaven,2019-04-15 9:17,35.45,4822610000000
West Anthony,2019-01-12 19:38,37.66,410252000000
West Samuelburgh,2019-04-25 15:55,26.44,4338650000000
West Josephberg,2019-04-29 10:20,28.73,1732530000000
Liumouth,2019-04-11 13:52,15.55,6828490000000
Karenside,2019-04-04 14:32,42.27,6771500000000
Loganberg,2019-04-04 8:04,25.93,186096000000
Johnton,2019-01-21 3:20,28.59,5597540000000
Carriemouth,2019-03-08 13:35,34.32,7984920000000
South Latoya,2019-01-02 0:44,43.72,390122000000
South Phillip,2019-03-25 8:38,7.04,7931640000000
Lake Danielberg,2019-03-21 19:46,14.12,8573680000000
Jerryton,2019-01-27 5:35,5.21,2366540000000
Simpsonburgh,2019-04-28 10:54,10.07,2994800000000
Amandaburgh,2019-02-06 10:02,11.93,7550330000000
Karenberg,2019-02-14 14:40,11.06,4344960000000
Jerryton,2019-01-16 17:13,22.26,974453000000
East Kaylahaven,2019-03-27 0:44,25.29,4840740000000
Pattyland,2019-02-11 20:25,33.21,1325880000000
South Michelleport,2019-02-06 17:29,25.58,6814780000000
Martinezhaven,2019-02-23 0:15,15.48,5946820000000
Loganberg,2019-01-05 14:35,5.92,5327700000000
New Paulville,2019-04-13 10:23,8.69,592220000000
South Evanton,2019-01-10 2:57,37.03,4817990000000
Port Angela,2019-02-06 7:07,24.47,1469820000000
West Gabriel,2019-04-21 4:50,4.96,2694140000000
New Kimberlyborough,2019-03-28 12:48,10.91,935422000000
West Anthony,2019-04-16 1:06,17.47,5706560000000
West Gabriel,2019-01-16 6:23,25.97,6590480000000
Karenside,2019-01-24 7:48,9.39,4829060000000
Liumouth,2019-01-01 0:08,37.91,5673670000000
Grahamburgh,2019-04-20 21:40,40.06,5161830000000
Christopherfurt,2019-05-07 17:27,6.39,7608010000000
West Gabriel,2019-05-01 2:18,27.45,2827460000000
West Heidi,2019-01-17 3:43,5.78,9107700000000
West Angela,2019-01-04 20:45,20.33,1920340000000
Christopherfurt,2019-03-25 17:11,7.19,6892680000000
Robertport,2019-03-25 18:55,35.29,7875810000000
Royland,2019-01-16 2:06,4.89,8053340000000
Huntermouth,2019-03-19 17:31,15.05,1677080000000
North Madeline,2019-04-07 6:50,11.92,737335000000
East Kaylahaven,2019-01-07 20:29,5.56,4657640000000
Loganberg,2019-04-18 17:41,22.51,3208040000000
North Jason,2019-01-23 21:22,6.54,5614760000000
South Latoya,2019-01-31 23:20,14.82,6963440000000
Karenberg,2019-03-09 14:47,35.68,8631750000000
West Anthony,2019-05-01 17:43,23.76,2929350000000
Williamsstad,2019-03-25 16:07,42.93,2210000000000
Port Angela,2019-02-06 16:11,11.39,6108670000000
Karenside,2019-02-24 5:39,27.64,8058210000000
East Kaylahaven,2019-03-21 22:54,9.42,1468260000000
South Michelleport,2019-03-23 16:45,14.72,490532000000
Pattyland,2019-01-14 20:49,40.21,5825970000000
Port Samanthamouth,2019-02-28 20:01,38.42,2105090000000
Reynoldsfurt,2019-04-11 9:09,42.97,1390650000000
Pattyland,2019-03-27 6:49,8.57,3074550000000
North Jasmine,2019-04-24 8:05,14.11,4194710000000
North Madeline,2019-03-31 3:35,21.24,654160000000
West Anthony,2019-02-11 5:48,15.55,5988410000000
Lake Danielberg,2019-01-28 15:49,25.98,1418320000000
Royland,2019-02-19 8:25,13.02,186047000000
Reynoldsfurt,2019-03-08 7:06,6.08,2567210000000
Roberthaven,2019-02-09 0:25,11.71,8182770000000
South Evanton,2019-02-25 11:11,15.94,2734320000000
Grahamburgh,2019-03-04 22:51,34.93,5941000000000
West Ericstad,2019-03-29 4:59,40.29,809503000000
Port Frank,2019-02-17 13:21,32.44,5387350000000
Lake Danielberg,2019-02-08 5:26,22.74,9524010000000
Erikaland,2019-03-24 9:50,4.07,6561680000000
Port David,2019-02-11 11:59,38,7772700000000
North Barbara,2019-04-27 0:19,16.89,5104120000000
Simpsonburgh,2019-02-27 0:58,13.38,1577920000000
North Jason,2019-01-23 5:58,32.77,2988760000000
Simpsonburgh,2019-01-06 2:20,27.2,3681830000000
South Phillip,2019-04-18 1:17,35.7,4752370000000
South Karenland,2019-03-16 2:20,4.87,2387920000000
New Paulville,2019-03-14 21:25,20.26,8812010000000
Johnton,2019-02-14 18:21,43.93,5443750000000
Port Johnbury,2019-02-27 2:44,11.33,3225780000000
Joneschester,2019-03-12 21:52,21.17,1576520000000
West Samuelburgh,2019-02-12 18:45,6.76,8530070000000
Huntermouth,2019-04-28 17:26,31.43,6660480000000
Deanville,2019-04-01 0:11,22.65,7002780000000
Leahton,2019-02-15 17:00,25.84,9242700000000
Hurleymouth,2019-04-13 18:15,40.93,4915210000000
West Anthony,2019-03-21 1:28,15.64,4746850000000
Karenside,2019-01-23 23:30,37.62,1952930000000
West Gabriel,2019-02-28 12:03,31.82,4153070000000
Carriemouth,2019-03-26 10:39,26.91,7852480000000
South Michelleport,2019-03-01 22:01,24.55,9789480000000
Rodneyfort,2019-05-05 3:19,22.24,5393290000000
Deanville,2019-03-07 7:21,31.08,9711260000000
Reynoldsfurt,2019-05-04 12:38,8.81,3238110000000
Justinberg,2019-04-27 12:41,18.99,3034610000000
Huntermouth,2019-03-02 10:47,10.89,1647270000000
West Robert,2019-02-27 20:51,8.37,489897000000
Port Angela,2019-02-14 13:00,42.04,896909000000
South Karenland,2019-01-09 20:59,44.44,3179950000000
Port David,2019-03-24 16:37,25.65,2084690000000
Liumouth,2019-01-04 3:16,9.1,8147680000000
Simpsonburgh,2019-01-18 12:48,15.36,5195670000000
South Evanton,2019-04-14 20:12,19.53,8345650000000
West Heidi,2019-04-06 8:54,25.06,8916010000000
Port Frank,2019-01-14 9:19,43.27,491473000000
East Kaylahaven,2019-02-23 0:41,15.94,1602390000000
North Madeline,2019-01-28 9:57,42.24,583417000000
Liumouth,2019-04-14 21:17,38.95,14588103145
North Madeline,2019-03-06 19:26,26.34,1883860000000
Williamsview,2019-04-15 16:09,44.74,2759400000000
North Barbara,2019-03-16 10:22,25.06,9745710000000
South Evanton,2019-02-07 8:44,7.69,9012610000000
Williamsstad,2019-04-26 4:18,18.92,1606400000000
Rodneyfort,2019-01-12 6:17,7.05,4239150000000
Karenside,2019-04-19 8:42,26.45,9293760000000
New Paulton,2019-01-13 18:33,29.9,4090330000000
West Robert,2019-01-17 4:56,12.71,8503430000000
Jerryton,2019-02-14 19:48,24.49,3080440000000
Karenberg,2019-01-16 13:52,41.26,3357150000000
Christopherfurt,2019-05-03 12:46,14.43,5644930000000
Grahamburgh,2019-03-27 22:14,4.63,7324440000000
New Kimberlyborough,2019-03-02 18:56,6.08,3872920000000
North Madeline,2019-03-04 22:29,6.19,546550000000
North Jason,2019-03-12 21:01,5.76,5113430000000
Liumouth,2019-03-16 6:31,34.2,2541740000000
New Jacobville,2019-04-21 23:00,13.53,5567940000000
Justinberg,2019-04-24 11:33,28.76,6493600000000
West Anthony,2019-03-13 8:03,5.03,1178020000000
Raymondhaven,2019-01-13 1:03,17.33,2830430000000
Royland,2019-03-22 22:02,23.31,2833000000000
Rogerston,2019-01-30 21:18,8.87,5686980000000
West Anthony,2019-05-03 4:49,21.38,9172650000000
Port Frank,2019-04-06 20:51,21.02,9714380000000
Lake Jonathanshire,2019-04-11 22:10,12.81,5999870000000
South Phillip,2019-01-17 17:45,23.46,2628020000000
South Karenland,2019-03-03 7:40,22.44,7458610000000
Port Samanthamouth,2019-04-18 14:39,23.56,8734250000000
Huntermouth,2019-01-10 9:40,43.01,7580700000000
Joneschester,2019-04-22 16:48,9.7,8587090000000
West Anthony,2019-04-22 8:14,19.95,1212050000000
North Jasmine,2019-04-11 3:38,27.54,5003270000000
Reynoldsfurt,2019-03-10 20:10,4.1,5690730000000
North Markport,2019-02-22 15:00,16.46,2798290000000
Huntermouth,2019-01-09 22:56,15.31,1530050000000
Rogerston,2019-03-19 16:58,29.88,3979710000000
Deanville,2019-03-05 12:05,11.16,4737020000000
Rodneyfort,2019-01-11 14:18,23.21,3433720000000
Reynoldsfurt,2019-03-29 17:35,31.43,9922310000000
West Josephberg,2019-01-14 18:07,9.71,4726130000000
Huntermouth,2019-03-20 0:45,40.55,6750620000000
Amandaburgh,2019-04-24 8:02,14.55,7836120000000
Port Frank,2019-03-05 0:42,36.35,9213720000000
Martinezhaven,2019-01-10 3:37,23.62,5469890000000
East Kaylahaven,2019-02-10 12:42,6.69,6071840000000
Joneschester,2019-03-10 13:31,22.72,8705030000000
West Angela,2019-05-01 19:03,23.23,7769940000000
New Paulton,2019-04-24 14:27,32.22,2989630000000
Roberthaven,2019-03-05 12:12,5.43,605362000000
Port Frank,2019-03-09 16:59,6.5,2109090000000
Port Frank,2019-04-04 11:46,39.39,7967480000000
Hurleymouth,2019-03-07 12:38,41.96,1677330000000
Leahton,2019-03-06 17:06,41.29,3310670000000
Johnton,2019-02-07 19:40,30.97,6853980000000
Lake Scottton,2019-05-03 15:26,25.68,771161000000
Simpsonburgh,2019-01-31 5:16,39.23,3697090000000
West Angela,2019-02-21 13:51,29.99,4367320000000
Williamsview,2019-04-16 8:23,20.38,8227750000000
West Josephberg,2019-04-12 0:11,15.49,5118230000000
West Josephberg,2019-02-15 0:51,36.7,8334270000000
South Karenland,2019-02-19 2:20,39.59,9834070000000
Barajasview,2019-01-02 23:23,36.13,8567190000000
East Kaylahaven,2019-01-21 16:07,36.89,2411250000000
Loganberg,2019-01-12 5:07,36.82,1078110000000
Richardfort,2019-04-22 3:06,39.74,4081390000000
Richardfort,2019-01-31 14:51,43.92,4066950000000
South Michelleport,2019-04-01 14:50,28.84,8846090000000
Barajasview,2019-01-14 11:00,19.81,2376260000000
West Heidi,2019-04-18 20:05,32.74,1746490000000
Leahton,2019-03-31 2:08,4.65,2204200000000
Port Johnbury,2019-01-07 5:43,19.08,8839380000000
Justinberg,2019-05-07 20:22,18.74,6395650000000
North Barbara,2019-04-10 17:12,10.94,355505000000
Barajasview,2019-05-06 1:06,17.63,9233210000000
Reynoldsfurt,2019-04-12 1:13,21.18,7471390000000
West Christopherberg,2019-02-09 12:25,33.97,4253880000000
Leahton,2019-02-23 1:19,7.08,3744450000000
Simpsonburgh,2019-03-04 11:08,23.33,999763000000
Port Frank,2019-04-05 7:22,14.21,8366080000000
West Heidi,2019-04-17 0:03,8.91,7617130000000
Robertport,2019-04-24 23:45,19.73,7443210000000
Loganberg,2019-05-05 17:29,30.47,7769260000000
West Josephberg,2019-03-23 1:43,33.12,2335400000000
West Anthony,2019-04-03 1:47,31.6,4965330000000
South Michelleport,2019-04-22 2:38,9.72,2088920000000
Amandaburgh,2019-04-05 10:22,25.55,8581420000000
Justinberg,2019-04-01 23:46,40.87,8957670000000
Joneschester,2019-03-10 8:15,27.91,1273090000000
Lake Scottton,2019-01-11 19:18,31.31,9305780000000
Rodneyfort,2019-03-24 19:06,31.41,827420000000
Pattyland,2019-04-25 14:57,44.39,1723700000000
Jerryton,2019-02-28 1:14,36.87,3091060000000
Lake Scottton,2019-04-11 4:26,22.03,2026820000000
Grahamburgh,2019-04-29 21:20,13.59,3200700000000
South Latoya,2019-03-29 22:54,5.93,2624300000000
Liumouth,2019-03-27 12:12,44.27,981646000000
Hurleymouth,2019-03-02 11:43,34.65,9380450000000
West Angela,2019-02-15 8:01,44.12,1962120000000
Reynoldsfurt,2019-03-14 16:29,35.65,9907090000000
Port Johnbury,2019-03-29 3:22,14.54,3761240000000
North Jason,2019-02-15 14:32,17.35,6041760000000
North Madeline,2019-04-15 10:02,37.6,3895260000000
Simpsonburgh,2019-02-15 9:18,4.63,60590634054
Hurleymouth,2019-02-13 17:32,25.72,8761490000000
West Robert,2019-03-07 6:32,4.28,2030780000000
North Jasmine,2019-04-01 4:31,28.04,5012380000000
North Jason,2019-04-05 20:10,32.18,3373550000000
South Jack,2019-02-01 11:28,26.72,5062170000000
West Heidi,2019-02-09 19:23,39.76,5522900000000
West Anthony,2019-04-06 2:25,14.3,7571960000000
West Ericstad,2019-03-21 9:28,18.24,4602950000000
West Samuelburgh,2019-02-27 6:43,32.73,5615980000000
New Jacobville,2019-04-09 8:47,4.95,4493740000000
Carriemouth,2019-02-21 15:09,23.48,4757310000000
Christopherfurt,2019-03-18 9:24,7.45,4451220000000
South Phillip,2019-01-16 3:42,7.08,8455680000000
Grahamburgh,2019-01-28 15:40,44.91,258537000000
Christopherfurt,2019-03-25 20:35,23.38,499819000000
Robertport,2019-04-27 12:31,41.48,6464590000000
Justinberg,2019-04-26 8:12,7.68,1068650000000
Port Frank,2019-04-05 15:44,36.08,345798000000
New Jacobville,2019-04-13 1:18,43.98,9448600000000
North Jasmine,2019-02-01 20:17,8.09,415938000000
Valentineton,2019-03-18 7:07,36.04,8732230000000
Huntermouth,2019-01-06 20:23,28.74,654210000000
South Jack,2019-03-08 8:55,17.17,8790960000000
New Paulton,2019-03-15 4:48,4.6,9741460000000
Williamsstad,2019-04-21 23:26,26.99,8562560000000
Jerryton,2019-01-06 12:30,27.71,9044740000000
Deanville,2019-01-04 13:30,4.56,6423110000000
South Evanton,2019-03-22 5:26,6.58,8377190000000
New Kimberlyborough,2019-04-29 7:38,9.08,3171920000000
Hurleymouth,2019-03-24 12:04,8.77,8274790000000
North Barbara,2019-04-01 0:20,31.72,9786160000000
West Angela,2019-02-22 2:22,19.44,3794960000000
